Entity,Code,Year,Corruption Perception Index - Transparency International (2018).x,Share of the population in extreme poverty.x,Corruption Perception Index - Transparency International (2018).y,Share of the population in extreme poverty.y,Oil production (TWh).x,HAQ Index (IHME (2017)).x,Gender Inequality Index (Human Development Report (2015)).x,GDP per capita (constant 2015 US$).x,freeexpr_bti.x,electfreefair_bti.x,"Foreign direct investment, net outflows (% of GDP).x","Foreign direct investment, net inflows (% of GDP).x",Birth rate - Sex: all - Age: all - Variant: estimates.x,Deaths - Cardiovascular diseases - Sex: Both - Age: Age-standardized (Rate).x,Oil production (TWh).y,HAQ Index (IHME (2017)).y,Gender Inequality Index (Human Development Report (2015)).y,GDP per capita (constant 2015 US$).y,freeexpr_bti.y,electfreefair_bti.y,"Foreign direct investment, net outflows (% of GDP).y","Foreign direct investment, net inflows (% of GDP).y",Birth rate - Sex: all - Age: all - Variant: estimates.y,Deaths - Cardiovascular diseases - Sex: Both - Age: Age-standardized (Rate).y
Saudi Arabia,SAU,1979,NA,NA,NA,NA,5675.56640625,NA,NA,35516.15625,NA,NA,0,-1.1358126401901243,43.89099884033203,NA,5675.56640625,NA,NA,35516.15625,NA,NA,0,-1.1358126401901243,43.89099884033203,NA
Saudi Arabia,SAU,1980,NA,NA,NA,NA,5929.0126953125,NA,NA,35380.46875,NA,NA,0.1285156011581421,-1.9401243925094604,43.15399932861328,NA,5929.0126953125,NA,NA,35380.46875,NA,NA,0.1285156011581421,-1.9401243925094604,43.15399932861328,NA
Saudi Arabia,SAU,1981,NA,NA,NA,NA,5888.818359375,NA,NA,33898.265625,NA,NA,0.01210920605808496,3.5260024070739746,42.45399856567383,NA,5888.818359375,NA,NA,33898.265625,NA,NA,0.01210920605808496,3.5260024070739746,42.45399856567383,NA
Saudi Arabia,SAU,1982,NA,NA,NA,NA,3956.3427734375,NA,NA,25215.51953125,NA,NA,0.17312030494213104,7.262109756469727,41.72700119018555,NA,3956.3427734375,NA,NA,25215.51953125,NA,NA,0.17312030494213104,7.262109756469727,41.72700119018555,NA
Saudi Arabia,SAU,1983,NA,NA,NA,NA,2794.450439453125,NA,NA,19879.517578125,NA,NA,-0.02653366513550281,3.827392816543579,40.98699951171875,NA,2794.450439453125,NA,NA,19879.517578125,NA,NA,-0.02653366513550281,3.827392816543579,40.98699951171875,NA
Saudi Arabia,SAU,1984,NA,NA,NA,NA,2547.398681640625,NA,NA,17857.529296875,NA,NA,0.06551887840032578,4.054224967956543,40.196998596191406,NA,2547.398681640625,NA,NA,17857.529296875,NA,NA,0.06551887840032578,4.054224967956543,40.196998596191406,NA
Saudi Arabia,SAU,1985,NA,NA,NA,NA,2001.2021484375,NA,NA,15248.7626953125,NA,NA,0.04221474006772041,0.47298625111579895,39.305999755859375,NA,2001.2021484375,NA,NA,15248.7626953125,NA,NA,0.04221474006772041,0.47298625111579895,39.305999755859375,NA
Saudi Arabia,SAU,1986,NA,NA,NA,NA,2937.739501953125,NA,NA,16969.65234375,NA,NA,0.11148279160261154,1.1107561588287354,38.375,NA,2937.739501953125,NA,NA,16969.65234375,NA,NA,0.11148279160261154,1.1107561588287354,38.375,NA
Saudi Arabia,SAU,1987,NA,NA,NA,NA,2484.262451171875,NA,NA,15129.57421875,NA,NA,0.01396831963211298,-1.3691818714141846,37.34299850463867,NA,2484.262451171875,NA,NA,15129.57421875,NA,NA,0.01396831963211298,-1.3691818714141846,37.34299850463867,NA
Saudi Arabia,SAU,1988,NA,NA,NA,NA,3178.578857421875,NA,NA,16403.892578125,NA,NA,1.774657964706421,-0.371645450592041,36.44900131225586,NA,3178.578857421875,NA,NA,16403.892578125,NA,NA,1.774657964706421,-0.371645450592041,36.44900131225586,NA
Saudi Arabia,SAU,1989,NA,NA,NA,NA,3153.7421875,NA,NA,15700.2421875,NA,NA,0.7386523485183716,-0.6852355003356934,35.44200134277344,NA,3153.7421875,NA,NA,15700.2421875,NA,NA,0.7386523485183716,-0.6852355003356934,35.44200134277344,NA
Saudi Arabia,SAU,1990,NA,NA,NA,NA,3984.94580078125,63.4,NA,17453.412109375,NA,NA,-0.5426584482192993,1.5823590755462646,34.41299819946289,425.09,3984.94580078125,63.4,NA,17453.412109375,NA,NA,-0.5426584482192993,1.5823590755462646,34.41299819946289,425.09
Saudi Arabia,SAU,1991,NA,NA,NA,NA,4981.66162109375,NA,NA,19427.857421875,NA,NA,-0.09673569351434708,0.12100744247436523,33.42300033569336,430.13,4981.66162109375,NA,NA,19427.857421875,NA,NA,-0.09673569351434708,0.12100744247436523,33.42300033569336,430.13
Saudi Arabia,SAU,1992,NA,NA,NA,NA,5141.365234375,NA,NA,19606.3984375,NA,NA,0.14244261384010315,-0.05757863819599151,32.42300033569336,433.16,5141.365234375,NA,NA,19606.3984375,NA,NA,0.14244261384010315,-0.05757863819599151,32.42300033569336,433.16
Saudi Arabia,SAU,1993,NA,NA,NA,NA,4992.8828125,NA,NA,18815.7734375,NA,NA,0.03376231715083122,1.0282180309295654,31.54700088500977,435.38,4992.8828125,NA,NA,18815.7734375,NA,NA,0.03376231715083122,1.0282180309295654,31.54700088500977,435.38
Saudi Arabia,SAU,1994,NA,NA,NA,NA,5026.3212890625,NA,NA,18452.224609375,NA,NA,0.21205614507198337,0.2584306597709656,30.761999130249023,437.2,5026.3212890625,NA,NA,18452.224609375,NA,NA,0.21205614507198337,0.2584306597709656,30.761999130249023,437.2
Saudi Arabia,SAU,1995,NA,NA,NA,NA,5015.58740234375,66.8,NA,18070.40234375,NA,NA,0.08341838419437408,-1.3078184127807615,30.016000747680664,438.15,5015.58740234375,66.8,NA,18070.40234375,NA,NA,0.08341838419437408,-1.3078184127807615,30.016000747680664,438.15
Saudi Arabia,SAU,1996,NA,NA,NA,NA,5087.3779296875,NA,NA,18162.046875,NA,NA,0.20383264124393463,-0.7106073498725891,29.392000198364254,438.37,5087.3779296875,NA,NA,18162.046875,NA,NA,0.20383264124393463,-0.7106073498725891,29.392000198364254,438.37
Saudi Arabia,SAU,1997,NA,NA,NA,NA,5024.416015625,NA,NA,18009.314453125,NA,NA,0.1964045017957687,1.8314061164855957,28.900999069213867,437.48,5024.416015625,NA,NA,18009.314453125,NA,NA,0.1964045017957687,1.8314061164855957,28.900999069213867,437.48
Saudi Arabia,SAU,1998,NA,NA,NA,NA,5178.77685546875,NA,NA,18178.048828125,NA,NA,0.08713839948177338,2.91838002204895,28.454999923706055,436.02,5178.77685546875,NA,NA,18178.048828125,NA,NA,0.08713839948177338,2.91838002204895,28.454999923706055,436.02
Saudi Arabia,SAU,1999,NA,NA,NA,NA,4751.15673828125,NA,NA,17137.720703125,NA,NA,0.06844145804643631,-0.48166459798812866,28.020999908447266,434.61,4751.15673828125,NA,NA,17137.720703125,NA,NA,0.06844145804643631,-0.48166459798812866,28.020999908447266,434.61
Saudi Arabia,SAU,2000,NA,NA,NA,NA,5099.9453125,71.2,NA,17690.66796875,NA,NA,0.8178775310516357,-0.9925691485404968,27.6560001373291,431.58,5099.9453125,71.2,NA,17690.66796875,NA,NA,0.8178775310516357,-0.9925691485404968,27.6560001373291,431.58
Saudi Arabia,SAU,2001,NA,NA,NA,NA,4974.1142578125,NA,NA,17032.36328125,NA,NA,0.02477985620498657,0.0106659447774291,26.85199928283691,429.71,4974.1142578125,NA,NA,17032.36328125,NA,NA,0.02477985620498657,0.0106659447774291,26.85199928283691,429.71
Saudi Arabia,SAU,2002,NA,NA,NA,NA,4536.3173828125,NA,NA,16094.7060546875,NA,NA,1.0653808116912842,-0.32389986515045166,25.895999908447266,426.93,4536.3173828125,NA,NA,16094.7060546875,NA,NA,1.0653808116912842,-0.32389986515045166,25.895999908447266,426.93
Saudi Arabia,SAU,2003,NA,NA,NA,NA,5355.6123046875,NA,NA,17384.80078125,NA,NA,0.21917665004730225,-0.2717728614807129,24.79400062561035,423.49,5355.6123046875,NA,NA,17384.80078125,NA,NA,0.21917665004730225,-0.2717728614807129,24.79400062561035,423.49
Saudi Arabia,SAU,2004,NA,NA,NA,NA,5731.11669921875,NA,NA,18219.86328125,NA,NA,0.0304298959672451,-0.12920966744422913,23.799999237060547,419.93,5731.11669921875,NA,NA,18219.86328125,NA,NA,0.0304298959672451,-0.12920966744422913,23.799999237060547,419.93
Saudi Arabia,SAU,2005,NA,NA,NA,NA,6008.3857421875,74.2,0.67199999,18683.384765625,2,1,-0.10651738196611404,3.683049440383911,23.058000564575195,418.16,6008.3857421875,74.2,0.67199999,18683.384765625,2,1,-0.10651738196611404,3.683049440383911,23.058000564575195,418.16
Saudi Arabia,SAU,2006,NA,NA,NA,NA,5918.978515625,NA,NA,18669.62109375,NA,NA,-0.01023082714527845,4.853586196899414,23.11400032043457,419.33,5918.978515625,NA,NA,18669.62109375,NA,NA,-0.01023082714527845,4.853586196899414,23.11400032043457,419.33
Saudi Arabia,SAU,2007,NA,NA,NA,NA,5686.3701171875,NA,NA,18496.33203125,2,1,-0.03241301700472832,5.8463053703308105,23.242000579833984,419.46,5686.3701171875,NA,NA,18496.33203125,2,1,-0.03241301700472832,5.8463053703308105,23.242000579833984,419.46
Saudi Arabia,SAU,2008,NA,NA,NA,NA,5930.99951171875,NA,NA,19117.935546875,NA,NA,0.6728822588920593,7.590633392333984,22.749000549316406,418.36,5930.99951171875,NA,NA,19117.935546875,NA,NA,0.6728822588920593,7.590633392333984,22.749000549316406,418.36
Saudi Arabia,SAU,2009,NA,NA,NA,NA,5338.25439453125,NA,NA,18202.69921875,3,1,0.5074063539505005,8.49635124206543,22.30699920654297,412.71,5338.25439453125,NA,NA,18202.69921875,3,1,0.5074063539505005,8.49635124206543,22.30699920654297,412.71
Saudi Arabia,SAU,2010,NA,NA,NA,NA,5388.18701171875,77,0.63300002,18568.369140625,NA,NA,0.7396430373191833,5.5343241691589355,21.893999099731445,405.87,5388.18701171875,77,0.63300002,18568.369140625,NA,NA,0.7396430373191833,5.5343241691589355,21.893999099731445,405.87
Saudi Arabia,SAU,2011,NA,NA,NA,NA,6079.0068359375,NA,0.62300003,19813.259765625,2,1,0.5109833478927612,2.429579257965088,21.63400077819824,394.92,6079.0068359375,NA,0.62300003,19813.259765625,2,1,0.5109833478927612,2.429579257965088,21.63400077819824,394.92
United Arab Emirates,ARE,1900,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
United Arab Emirates,ARE,1901,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
United Arab Emirates,ARE,1902,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
United Arab Emirates,ARE,1903,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
United Arab Emirates,ARE,1904,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
United Arab Emirates,ARE,1905,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
United Arab Emirates,ARE,1906,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
United Arab Emirates,ARE,1907,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
United Arab Emirates,ARE,1908,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
United Arab Emirates,ARE,1909,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
United Arab Emirates,ARE,1910,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
United Arab Emirates,ARE,1911,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
United Arab Emirates,ARE,1912,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
United Arab Emirates,ARE,1913,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
United Arab Emirates,ARE,1914,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
United Arab Emirates,ARE,1915,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
United Arab Emirates,ARE,1916,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
United Arab Emirates,ARE,1917,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
United Arab Emirates,ARE,1918,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
United Arab Emirates,ARE,1919,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
United Arab Emirates,ARE,1920,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
United Arab Emirates,ARE,1921,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
United Arab Emirates,ARE,1922,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
United Arab Emirates,ARE,1923,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
United Arab Emirates,ARE,1924,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
United Arab Emirates,ARE,1925,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
United Arab Emirates,ARE,1926,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
United Arab Emirates,ARE,1927,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
United Arab Emirates,ARE,1928,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
United Arab Emirates,ARE,1929,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
United Arab Emirates,ARE,1930,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
United Arab Emirates,ARE,1931,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
United Arab Emirates,ARE,1932,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
United Arab Emirates,ARE,1933,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
United Arab Emirates,ARE,1934,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
United Arab Emirates,ARE,1935,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
United Arab Emirates,ARE,1936,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
United Arab Emirates,ARE,1937,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
United Arab Emirates,ARE,1938,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
United Arab Emirates,ARE,1939,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
United Arab Emirates,ARE,1940,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
United Arab Emirates,ARE,1941,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
United Arab Emirates,ARE,1942,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
United Arab Emirates,ARE,1943,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
United Arab Emirates,ARE,1944,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
United Arab Emirates,ARE,1945,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
United Arab Emirates,ARE,1946,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
United Arab Emirates,ARE,1947,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
United Arab Emirates,ARE,1948,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
United Arab Emirates,ARE,1949,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
United Arab Emirates,ARE,1950,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,48.099998474121094,NA,0,NA,NA,NA,NA,NA,NA,NA,48.099998474121094,NA
United Arab Emirates,ARE,1951,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,46.73500061035156,NA,0,NA,NA,NA,NA,NA,NA,NA,46.73500061035156,NA
United Arab Emirates,ARE,1952,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,45.56600189208984,NA,0,NA,NA,NA,NA,NA,NA,NA,45.56600189208984,NA
United Arab Emirates,ARE,1953,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,44.78099822998047,NA,0,NA,NA,NA,NA,NA,NA,NA,44.78099822998047,NA
United Arab Emirates,ARE,1954,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,44.0359992980957,NA,0,NA,NA,NA,NA,NA,NA,NA,44.0359992980957,NA
United Arab Emirates,ARE,1955,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,43.36000061035156,NA,0,NA,NA,NA,NA,NA,NA,NA,43.36000061035156,NA
United Arab Emirates,ARE,1956,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,42.9379997253418,NA,0,NA,NA,NA,NA,NA,NA,NA,42.9379997253418,NA
United Arab Emirates,ARE,1957,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,42.63600158691406,NA,0,NA,NA,NA,NA,NA,NA,NA,42.63600158691406,NA
United Arab Emirates,ARE,1958,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,42.35900115966797,NA,0,NA,NA,NA,NA,NA,NA,NA,42.35900115966797,NA
United Arab Emirates,ARE,1959,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,42.08700180053711,NA,0,NA,NA,NA,NA,NA,NA,NA,42.08700180053711,NA
United Arab Emirates,ARE,1960,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,41.81399917602539,NA,0,NA,NA,NA,NA,NA,NA,NA,41.81399917602539,NA
United Arab Emirates,ARE,1961,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,41.391998291015625,NA,0,NA,NA,NA,NA,NA,NA,NA,41.391998291015625,NA
United Arab Emirates,ARE,1962,NA,NA,NA,NA,9.280739784240724,NA,NA,NA,NA,NA,NA,NA,41.0620002746582,NA,9.280739784240724,NA,NA,NA,NA,NA,NA,NA,41.0620002746582,NA
United Arab Emirates,ARE,1963,NA,NA,NA,NA,28.214380264282227,NA,NA,NA,NA,NA,NA,NA,40.60100173950195,NA,28.214380264282227,NA,NA,NA,NA,NA,NA,NA,40.60100173950195,NA
United Arab Emirates,ARE,1964,NA,NA,NA,NA,105.78648376464844,NA,NA,NA,NA,NA,NA,NA,40.00299835205078,NA,105.78648376464844,NA,NA,NA,NA,NA,NA,NA,40.00299835205078,NA
United Arab Emirates,ARE,1965,NA,NA,NA,NA,158.93922424316406,NA,NA,NA,NA,NA,NA,NA,39.36000061035156,NA,158.93922424316406,NA,NA,NA,NA,NA,NA,NA,39.36000061035156,NA
United Arab Emirates,ARE,1966,NA,NA,NA,NA,202.75732421875,NA,NA,NA,NA,NA,NA,NA,38.81399917602539,NA,202.75732421875,NA,NA,NA,NA,NA,NA,NA,38.81399917602539,NA
United Arab Emirates,ARE,1967,NA,NA,NA,NA,215.20437622070312,NA,NA,NA,NA,NA,NA,NA,38.27799987792969,NA,215.20437622070312,NA,NA,NA,NA,NA,NA,NA,38.27799987792969,NA
United Arab Emirates,ARE,1968,NA,NA,NA,NA,280.458740234375,NA,NA,NA,NA,NA,NA,NA,37.70600128173828,NA,280.458740234375,NA,NA,NA,NA,NA,NA,NA,37.70600128173828,NA
United Arab Emirates,ARE,1969,NA,NA,NA,NA,353.58624267578125,NA,NA,NA,NA,NA,NA,NA,35.290000915527344,NA,353.58624267578125,NA,NA,NA,NA,NA,NA,NA,35.290000915527344,NA
United Arab Emirates,ARE,1970,NA,NA,NA,NA,439.082275390625,NA,NA,NA,NA,NA,NA,NA,33.43199920654297,NA,439.082275390625,NA,NA,NA,NA,NA,NA,NA,33.43199920654297,NA
United Arab Emirates,ARE,1971,NA,NA,NA,NA,596.72607421875,NA,NA,NA,NA,NA,NA,NA,32.13199996948242,NA,596.72607421875,NA,NA,NA,NA,NA,NA,NA,32.13199996948242,NA
United Arab Emirates,ARE,1972,NA,NA,NA,NA,679.2342529296875,NA,NA,NA,NA,NA,NA,NA,31.236000061035156,NA,679.2342529296875,NA,NA,NA,NA,NA,NA,NA,31.236000061035156,NA
United Arab Emirates,ARE,1973,NA,NA,NA,NA,863.1829833984375,NA,NA,NA,NA,NA,NA,NA,30.48900032043457,NA,863.1829833984375,NA,NA,NA,NA,NA,NA,NA,30.48900032043457,NA
United Arab Emirates,ARE,1974,NA,NA,NA,NA,945.412353515625,NA,NA,NA,NA,NA,NA,NA,29.79199981689453,NA,945.412353515625,NA,NA,NA,NA,NA,NA,NA,29.79199981689453,NA
United Arab Emirates,ARE,1975,NA,NA,NA,NA,937.0767822265624,NA,NA,99453.4609375,NA,NA,NA,0.10835102945566176,29.163000106811523,NA,937.0767822265624,NA,NA,99453.4609375,NA,NA,NA,0.10835102945566176,29.163000106811523,NA
United Arab Emirates,ARE,1976,NA,NA,NA,NA,1093.5982666015625,NA,NA,99607.0078125,NA,NA,NA,0.257273405790329,28.677000045776367,NA,1093.5982666015625,NA,NA,99607.0078125,NA,NA,NA,0.257273405790329,28.677000045776367,NA
United Arab Emirates,ARE,1977,NA,NA,NA,NA,1125.703125,NA,NA,104936.6640625,NA,NA,NA,0.451274573802948,29.479999542236328,NA,1125.703125,NA,NA,104936.6640625,NA,NA,NA,0.451274573802948,29.479999542236328,NA
United Arab Emirates,ARE,1978,NA,NA,NA,NA,1030.9652099609375,NA,NA,90889.796875,NA,NA,NA,0.16453683376312256,30.125,NA,1030.9652099609375,NA,NA,90889.796875,NA,NA,NA,0.16453683376312256,30.125,NA
United Arab Emirates,ARE,1979,NA,NA,NA,NA,1031.0716552734375,NA,NA,98553.3046875,NA,NA,NA,0.2068183869123459,30.54199981689453,NA,1031.0716552734375,NA,NA,98553.3046875,NA,NA,NA,0.2068183869123459,30.54199981689453,NA
United Arab Emirates,ARE,1980,NA,NA,NA,NA,974.66278076171875,NA,NA,111574.3046875,NA,NA,-0.00458728754892945,0.22395138442516327,30.65999984741211,NA,974.66278076171875,NA,NA,111574.3046875,NA,NA,-0.00458728754892945,0.22395138442516327,30.65999984741211,NA
United Arab Emirates,ARE,1981,NA,NA,NA,NA,861.6279907226564,NA,NA,108563.2109375,NA,NA,0.00608106981962919,-0.03433777391910553,30.165000915527344,NA,861.62799072265625,NA,NA,108563.2109375,NA,NA,0.00608106981962919,-0.03433777391910553,30.165000915527344,NA
United Arab Emirates,ARE,1982,NA,NA,NA,NA,749.46563720703125,NA,NA,95338.015625,NA,NA,0.01715901680290699,0.20389200747013092,30.1560001373291,NA,749.46563720703125,NA,NA,95338.015625,NA,NA,0.01715901680290699,0.20389200747013092,30.1560001373291,NA
United Arab Emirates,ARE,1983,NA,NA,NA,NA,705.92242431640625,NA,NA,86108.796875,NA,NA,0.00700880168005824,0.10639360547065736,30.034000396728516,NA,705.92242431640625,NA,NA,86108.796875,NA,NA,0.00700880168005824,0.10639360547065736,30.034000396728516,NA
United Arab Emirates,ARE,1984,NA,NA,NA,NA,676.18170166015625,NA,NA,85032.9765625,NA,NA,0.02391889318823814,0.4071952402591706,29.81399917602539,NA,676.18170166015625,NA,NA,85032.9765625,NA,NA,0.02391889318823814,0.4071952402591706,29.81399917602539,NA
United Arab Emirates,ARE,1985,NA,NA,NA,NA,650.81597900390625,NA,NA,77644.4375,NA,NA,0.02726256474852562,-0.5441875457763672,29.488000869750977,NA,650.81597900390625,NA,NA,77644.4375,NA,NA,0.02726256474852562,-0.5441875457763672,29.488000869750977,NA
United Arab Emirates,ARE,1986,NA,NA,NA,NA,751.535888671875,NA,NA,62368.03515625,NA,NA,-0.06871868669986725,0.32468554377555847,29.650999069213867,NA,751.535888671875,NA,NA,62368.03515625,NA,NA,-0.06871868669986725,0.32468554377555847,29.650999069213867,NA
United Arab Emirates,ARE,1987,NA,NA,NA,NA,793.14495849609375,NA,NA,60813.5,NA,NA,-0.03053167834877968,0.1284048855304718,28.410999298095703,NA,793.14495849609375,NA,NA,60813.5,NA,NA,-0.03053167834877968,0.1284048855304718,28.410999298095703,NA
United Arab Emirates,ARE,1988,NA,NA,NA,NA,837.8946533203125,NA,NA,55816.17578125,NA,NA,0.19189216196537015,0.5207070708274841,27.395999908447266,NA,837.8946533203125,NA,NA,55816.17578125,NA,NA,0.19189216196537015,0.5207070708274841,27.395999908447266,NA
